DXPE/2004-01-30	3.45	3.51	3.26	3.40	34600	1.70	1075449600000
DGLY/2009-07-10	2.50	2.59	2.50	2.52	6400	2.52	1247209200000
DYNT/2008-03-06	1.01	1.01	1.00	1.00	12300	1.00	1204790400000
DANKY/2004-09-14	3.56	3.62	3.42	3.60	907700	3.60	1095145200000
DSGX/2005-08-31	2.13	2.23	2.13	2.22	8200	2.22	1125471600000
DYAX/2004-08-17	8.66	8.68	8.10	8.15	99100	8.15	1092726000000
DXYN/1997-05-16	7.14	7.26	7.14	7.26	12500	7.15	863766000000
DYNT/1996-06-26	0.94	0.94	0.94	0.94	500	0.94	835772400000
DGII/2009-05-06	7.17	7.35	7.02	7.33	164800	7.33	1241593200000
DISK/2005-09-14	4.33	4.71	4.22	4.42	4732900	4.42	1126681200000
DXYN/1995-11-02	4.74	4.98	4.62	4.74	51500	4.60	815299200000
DUSA/2006-06-29	4.32	4.80	4.32	4.80	205500	4.80	1151564400000
DNBF/2000-04-19	13.50	13.50	13.50	13.50	500	7.58	956127600000
